ID,Poverty_Code,CRM_Segment,Company_Type,Direction_Meeting,Low_Seniority,High_Seniority,Employees,Income_Level,New_Client,Number_Meetings,First_Meeting,Last_Meeting,Travel_First_Meeting,Travel_Last_Meeting,Size_Indicator
PRIVATE-378,C,6,PRIVATE,1,6,8,95,K,EXISTING,2,05/13/10,09/02/10,382,270,S
PRIVATE-379,C,11,PRIVATE,1,7,8,220,D,EXISTING,2,05/18/10,08/31/10,298,193,S
PRIVATE-380,C,11,PRIVATE,1,6,8,790,E,EXISTING,1,08/31/10,08/31/10,225,225,M-L
PRIVATE-382,C,2,PRIVATE,1,6,8,553,B,EXISTING,1,10/05/10,10/05/10,235,235,S-M
PRIVATE-383,B,6,PRIVATE,1,7,9,579,M,NEW,2,05/24/10,10/06/10,384,249,M-L
PRIVATE-385,B,6,PRIVATE,1,6,8,541,N,NEW,1,12/07/10,12/07/10,175,175,S-M
PRIVATE-386,C,11,PRIVATE,1,6,8,696,G,NEW,1,09/29/10,09/29/10,209,209,M-L
PRIVATE-388,C,11,PRIVATE,1,6,8,1168,F,NEW,2,02/25/10,09/07/10,456,262,L
PRIVATE-390,B,5,PRIVATE,1,1,6,398,M,EXISTING,2,09/30/10,10/19/10,244,225,S-M
PRIVATE-393,C,6,PRIVATE,1,6,8,773,L,EXISTING,1,09/02/10,09/02/10,205,205,M-L
PRIVATE-394,B,11,PRIVATE,1,7,12,440,G,NEW,1,08/26/10,08/26/10,284,284,S-M
PRIVATE-396,B,6,PRIVATE,1,6,8,533,L,EXISTING,1,09/15/10,09/15/10,185,185,S-M
PRIVATE-397,C,5,PRIVATE,1,1,5,800,N,NEW,2,09/22/10,10/05/10,241,228,M-L
PRIVATE-398,B,5,PRIVATE,1,1,6,626,J,NEW,2,04/22/10,09/14/10,408,263,M-L
PRIVATE-399,C,4,PRIVATE,1,6,12,508,K,EXISTING,1,09/14/10,09/14/10,258,258,S-M
PRIVATE-400,C,11,PRIVATE,1,6,8,1196,O,NEW,2,05/13/10,08/26/10,394,289,L
PRIVATE-402,B,11,PRIVATE,1,6,8,742,J,EXISTING,2,05/03/10,08/17/10,360,254,M-L
PRIVATE-403,B,7,PRIVATE,0,1,12,565,I,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-404,B,7,PRIVATE,0,6,8,823,P,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-406,A,6,PRIVATE,1,5,8,538,M,EXISTING,2,05/25/10,09/07/10,350,245,S-M
PRIVATE-408,B,6,PRIVATE,1,6,8,894,O,NEW,2,09/14/10,09/15/10,270,269,L
PRIVATE-409,B,5,PRIVATE,1,1,8,238,G,EXISTING,1,09/22/10,09/22/10,252,252,S
PRIVATE-410,A,6,PRIVATE,1,7,8,468,Q,EXISTING,1,09/30/10,09/30/10,161,161,S-M
PRIVATE-411,C,5,PRIVATE,1,5,6,958,F,NEW,2,05/18/10,09/23/10,385,257,L
PRIVATE-413,C,11,PRIVATE,1,1,8,1102,K,EXISTING,1,11/17/10,11/17/10,204,204,L
PRIVATE-414,A,11,PRIVATE,1,5,8,300,L,EXISTING,1,09/15/10,09/15/10,273,273,S
PRIVATE-415,A,6,PRIVATE,1,6,8,522,Q,EXISTING,1,10/20/10,10/20/10,220,220,S-M
PRIVATE-416,C,11,PRIVATE,0,7,12,107,G,NEW,0,NA,NA,NA,NA,S
PRIVATE-419,C,11,PRIVATE,1,8,8,320,G,EXISTING,1,09/09/10,09/09/10,262,262,S
PRIVATE-422,A,11,PRIVATE,1,6,8,760,O,NEW,1,05/27/10,05/27/10,289,289,M-L
PRIVATE-423,B,6,PRIVATE,1,1,8,598,L,NEW,1,09/21/10,09/21/10,259,259,M-L
PRIVATE-425,B,6,PRIVATE,1,6,8,623,L,EXISTING,1,09/15/10,09/15/10,185,185,M-L
PRIVATE-426,C,11,PRIVATE,1,6,8,696,G,EXISTING,1,09/29/10,09/29/10,209,209,M-L
PRIVATE-427,B,11,PRIVATE,1,6,8,942,L,NEW,1,05/12/11,05/12/11,14,14,L
PRIVATE-428,C,11,PRIVATE,1,6,8,577,I,EXISTING,1,09/23/10,09/23/10,235,235,M-L
PRIVATE-429,C,6,PRIVATE,1,1,8,200,G,NEW,1,09/09/10,09/09/10,278,278,S
PRIVATE-431,B,6,PRIVATE,1,7,8,1065,M,NEW,1,09/23/10,09/23/10,262,262,L
PRIVATE-432,B,7,PRIVATE,1,2,8,667,F,EXISTING,1,09/02/10,09/02/10,287,287,M-L
PRIVATE-434,B,11,PRIVATE,0,7,8,804,K,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-435,A,11,PRIVATE,1,6,8,661,O,EXISTING,1,09/08/10,09/08/10,265,265,M-L
PRIVATE-437,C,11,PRIVATE,1,1,8,190,C,EXISTING,2,02/16/10,09/09/10,483,278,S
PRIVATE-439,C,6,PRIVATE,1,1,8,710,O,NEW,1,09/14/10,09/14/10,217,217,M-L
PRIVATE-440,B,6,PRIVATE,1,5,12,360,O,EXISTING,1,09/22/10,09/22/10,216,216,S-M
PRIVATE-441,B,11,PRIVATE,1,7,8,525,M,EXISTING,1,09/16/10,09/16/10,271,271,S-M
PRIVATE-442,B,11,PRIVATE,1,6,8,423,G,EXISTING,1,09/08/10,09/08/10,257,257,S-M
PRIVATE-444,B,11,PRIVATE,0,7,8,770,G,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-445,A,11,PRIVATE,1,2,8,175,J,NEW,2,05/04/10,10/21/10,399,229,S
PRIVATE-446,A,6,PRIVATE,1,6,8,783,Q,NEW,1,09/09/10,09/09/10,163,163,M-L
PRIVATE-447,B,11,PRIVATE,1,6,8,847,N,EXISTING,1,10/06/10,10/06/10,227,227,L
PRIVATE-448,B,11,PRIVATE,1,6,8,1038,O,NEW,2,04/13/10,08/31/10,340,200,L
PRIVATE-449,0,8,PRIVATE,0,0,NA,0,0,NEW,0,NA,NA,NA,NA,0
PRIVATE-451,B,6,PRIVATE,0,6,8,570,Q,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-452,C,11,PRIVATE,1,6,8,450,C,NEW,1,09/28/10,09/28/10,252,252,S-M
PRIVATE-454,A,7,PRIVATE,1,6,8,535,Q,EXISTING,1,10/28/10,10/28/10,170,170,S-M
PRIVATE-455,B,6,PRIVATE,1,1,8,720,K,NEW,2,05/20/10,09/28/10,318,187,M-L
PRIVATE-456,C,11,PRIVATE,1,6,8,439,E,NEW,1,10/05/10,10/05/10,167,167,S-M
PRIVATE-458,B,11,PRIVATE,1,7,8,746,O,NEW,1,09/01/10,09/01/10,202,202,M-L
PRIVATE-459,C,11,PRIVATE,1,6,8,300,G,NEW,1,09/19/10,09/19/10,261,261,S
PRIVATE-460,C,11,PRIVATE,1,6,8,225,F,EXISTING,1,09/21/10,09/21/10,257,257,S
PRIVATE-461,C,6,PRIVATE,1,1,8,855,K,EXISTING,2,09/23/10,01/12/11,238,127,L
PRIVATE-462,B,11,PRIVATE,1,6,8,493,I,NEW,1,09/30/10,09/30/10,257,257,S-M
PRIVATE-463,C,5,PRIVATE,1,2,6,345,C,NEW,2,06/02/10,09/28/10,376,258,S-M
PRIVATE-464,C,11,PRIVATE,1,2,8,650,C,EXISTING,2,03/23/10,08/17/10,406,259,M-L
PRIVATE-465,B,5,PRIVATE,1,1,6,586,N,NEW,2,04/15/10,09/23/10,389,228,M-L
PRIVATE-466,B,11,PRIVATE,1,6,8,379,N,NEW,1,05/04/10,05/04/10,315,315,S-M
PRIVATE-467,0,8,PRIVATE,0,0,NA,0,0,NEW,0,NA,NA,NA,NA,0
PRIVATE-469,C,9,PRIVATE,1,9,12,313,J,EXISTING,1,10/04/10,10/04/10,257,257,S
PRIVATE-470,C,9,PRIVATE,0,9,12,380,C,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-471,B,5,PRIVATE,1,6,6,549,L,EXISTING,1,09/23/10,09/23/10,256,256,S-M
PRIVATE-474,C,2,PRIVATE,1,7,12,2000,M,EXISTING,1,10/26/10,10/26/10,181,181,L
PRIVATE-475,B,11,PRIVATE,1,6,8,300,L,EXISTING,2,05/17/10,08/24/10,379,280,S
PRIVATE-476,B,7,PRIVATE,1,6,8,1047,N,EXISTING,1,11/04/10,11/04/10,218,218,L
PRIVATE-477,B,11,PRIVATE,1,2,8,467,H,NEW,1,10/05/10,10/05/10,239,239,S-M
PRIVATE-478,B,6,PRIVATE,0,6,8,600,M,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-479,C,9,PRIVATE,1,9,12,373,G,NEW,1,10/06/10,10/06/10,189,189,S-M
PRIVATE-480,B,5,PRIVATE,0,1,6,579,Q,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-483,C,6,PRIVATE,1,1,8,796,D,EXISTING,2,03/31/10,09/02/10,391,236,M-L
PRIVATE-484,B,11,PRIVATE,0,1,8,133,P,EXISTING,0,NA,NA,NA,NA,S
PRIVATE-486,C,3,PRIVATE,1,1,8,450,J,NEW,1,09/16/10,09/16/10,237,237,S-M
PRIVATE-487,B,11,PRIVATE,1,6,8,757,O,EXISTING,2,05/12/10,10/06/10,307,160,M-L
PRIVATE-488,B,6,PRIVATE,1,7,8,540,Q,EXISTING,1,10/07/10,10/07/10,193,193,S-M
PRIVATE-489,B,9,PRIVATE,0,9,12,538,F,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-490,B,6,PRIVATE,0,6,8,334,M,NEW,0,NA,NA,NA,NA,S
PRIVATE-491,A,9,PRIVATE,1,9,12,492,N,EXISTING,2,04/05/10,10/27/10,353,148,S-M
PRIVATE-492,B,6,PRIVATE,1,7,8,905,Z,NEW,1,10/05/10,10/05/10,245,245,L
PRIVATE-493,C,11,PRIVATE,1,7,8,884,N,NEW,2,04/27/10,10/21/10,355,178,L
PRIVATE-494,B,11,PRIVATE,1,6,8,500,I,NEW,1,09/22/10,09/22/10,256,256,S-M
PRIVATE-495,A,11,PRIVATE,1,2,8,582,O,NEW,1,09/09/10,09/09/10,264,264,M-L
PRIVATE-497,A,11,PRIVATE,1,6,8,803,P,EXISTING,2,08/05/10,09/09/10,271,236,M-L
PRIVATE-499,A,6,PRIVATE,0,6,8,613,P,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-500,B,11,PRIVATE,1,7,7,501,L,EXISTING,1,05/20/11,05/20/11,22,22,S-M
PRIVATE-501,C,6,PRIVATE,1,6,8,425,L,NEW,1,10/19/10,10/19/10,231,231,S-M
PRIVATE-502,C,11,PRIVATE,0,6,8,1214,I,NEW,0,NA,NA,NA,NA,L
PRIVATE-504,C,9,PRIVATE,1,9,12,875,H,NEW,1,09/07/10,09/07/10,231,231,L
PRIVATE-505,C,3,PRIVATE,1,6,8,1047,B,EXISTING,1,08/31/10,08/31/10,215,215,L
PRIVATE-506,B,6,PRIVATE,0,1,7,670,K,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-507,C,11,PRIVATE,1,6,8,150,E,EXISTING,1,05/19/10,05/19/10,377,377,S
PRIVATE-510,B,11,PRIVATE,0,7,8,770,G,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-511,C,2,PRIVATE,1,6,8,1378,B,NEW,1,09/14/10,09/14/10,266,266,L
PRIVATE-512,C,11,PRIVATE,1,6,9,540,E,EXISTING,1,11/01/10,11/01/10,212,212,S-M
PRIVATE-514,B,11,PRIVATE,1,6,8,620,L,EXISTING,2,05/11/10,10/19/10,399,238,M-L
PRIVATE-517,C,5,PRIVATE,1,1,6,761,H,EXISTING,2,10/12/10,12/02/10,245,194,M-L
PRIVATE-518,B,9,PRIVATE,1,9,12,905,K,NEW,1,09/02/10,09/02/10,207,207,L
PRIVATE-519,A,11,PRIVATE,0,7,8,1200,O,NEW,0,NA,NA,NA,NA,L
PRIVATE-520,B,11,PRIVATE,1,6,8,1058,L,EXISTING,1,10/06/10,10/06/10,212,212,L
PRIVATE-521,C,8,PRIVATE,1,6,8,790,K,NEW,1,10/21/10,10/21/10,191,191,M-L
PRIVATE-522,C,11,PRIVATE,1,1,8,1590,E,NEW,2,04/12/10,09/02/10,333,190,L
PRIVATE-523,C,11,PRIVATE,1,7,8,850,A,EXISTING,2,11/17/09,08/27/10,423,140,L
PRIVATE-525,B,5,PRIVATE,0,1,5,759,P,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-526,C,11,PRIVATE,1,6,8,523,D,EXISTING,2,09/27/10,10/19/10,246,224,S-M
PRIVATE-527,C,11,PRIVATE,1,2,8,926,L,EXISTING,2,05/19/10,09/22/10,335,209,L
PRIVATE-528,B,6,PRIVATE,1,7,8,718,O,EXISTING,2,03/18/10,09/27/10,452,259,M-L
PRIVATE-529,A,11,PRIVATE,1,7,8,348,N,EXISTING,1,10/13/10,10/13/10,244,244,S-M
PRIVATE-530,C,11,PRIVATE,0,5,8,227,E,EXISTING,0,NA,NA,NA,NA,S
PRIVATE-531,B,11,PRIVATE,1,1,12,510,K,NEW,1,08/25/10,08/25/10,298,298,S-M
PRIVATE-532,B,9,PRIVATE,1,10,12,2441,O,NEW,2,11/02/10,11/11/10,215,206,L
PRIVATE-533,C,5,PRIVATE,1,1,6,518,O,NEW,2,05/25/10,09/21/10,391,272,S-M
PRIVATE-534,B,5,PRIVATE,1,2,8,290,J,EXISTING,2,04/21/10,09/14/10,411,265,S
PRIVATE-535,C,11,PRIVATE,1,1,8,130,H,NEW,1,09/14/10,09/14/10,266,266,S
PRIVATE-536,B,6,PRIVATE,1,7,8,1060,Q,NEW,1,10/06/10,10/06/10,255,255,L
PRIVATE-537,A,11,PRIVATE,1,6,8,1006,O,NEW,1,09/09/10,09/09/10,277,277,L
PRIVATE-538,A,5,PRIVATE,0,1,5,495,Q,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-539,C,11,PRIVATE,1,6,8,1497,C,NEW,1,06/09/10,06/09/10,369,369,L
PRIVATE-540,D,5,PRIVATE,1,1,3,750,C,EXISTING,1,09/17/10,09/17/10,220,220,M-L
PRIVATE-541,B,11,PRIVATE,1,1,8,1200,E,EXISTING,2,03/30/10,09/28/10,440,258,L
PRIVATE-542,C,11,PRIVATE,1,6,8,1100,N,EXISTING,1,09/13/10,09/13/10,265,265,L
PRIVATE-543,A,11,PRIVATE,1,6,8,376,O,EXISTING,1,10/06/10,10/06/10,168,168,S-M
PRIVATE-545,B,5,PRIVATE,1,2,5,704,N,EXISTING,1,09/16/10,09/16/10,262,262,M-L
PRIVATE-546,C,11,PRIVATE,1,7,12,1558,G,EXISTING,1,09/16/10,09/16/10,276,276,L
PRIVATE-547,B,11,PRIVATE,1,6,8,628,P,EXISTING,1,09/21/10,09/21/10,233,233,M-L
PRIVATE-548,A,11,PRIVATE,1,6,8,348,O,NEW,1,09/07/10,09/07/10,221,221,S-M
PRIVATE-549,C,6,PRIVATE,1,6,8,1500,N,NEW,1,10/06/10,10/06/10,255,255,L
PRIVATE-550,D,5,PRIVATE,1,3,6,500,B,NEW,1,10/15/10,10/15/10,151,151,S-M
PRIVATE-551,B,11,PRIVATE,1,6,8,698,L,EXISTING,1,10/05/10,10/05/10,253,253,M-L
PRIVATE-553,E,8,PRIVATE,0,6,8,663,L,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-554,B,6,PRIVATE,1,6,8,1019,O,NEW,1,09/09/10,09/09/10,186,186,L
PRIVATE-555,A,7,PRIVATE,1,6,8,800,O,NEW,1,09/08/10,09/08/10,287,287,M-L
PRIVATE-557,B,6,PRIVATE,1,6,8,425,J,EXISTING,1,09/21/10,09/21/10,266,266,S-M
PRIVATE-558,B,6,PRIVATE,1,6,8,700,L,NEW,1,10/05/10,10/05/10,226,226,M-L
PRIVATE-559,B,11,PRIVATE,1,1,12,119,I,NEW,1,05/19/10,05/19/10,395,395,S
PRIVATE-561,B,11,PRIVATE,0,6,8,900,O,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-562,A,6,PRIVATE,1,7,8,955,P,NEW,1,08/18/10,08/18/10,185,185,L
PRIVATE-563,B,6,PRIVATE,1,6,8,541,N,EXISTING,1,12/07/10,12/07/10,175,175,S-M
PRIVATE-565,C,11,PRIVATE,1,5,8,850,F,NEW,1,12/02/10,12/02/10,116,116,L
PRIVATE-567,C,11,PRIVATE,0,5,8,608,I,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-568,A,6,PRIVATE,1,6,8,1494,N,EXISTING,1,09/08/10,09/08/10,254,254,L
PRIVATE-569,B,11,PRIVATE,1,2,12,2159,O,NEW,2,05/11/10,10/27/10,301,132,L
PRIVATE-570,C,11,PRIVATE,1,2,8,513,H,EXISTING,1,09/16/10,09/16/10,278,278,S-M
PRIVATE-572,C,2,PRIVATE,1,6,8,614,I,EXISTING,2,04/20/10,09/14/10,342,195,M-L
PRIVATE-573,D,6,PRIVATE,1,6,8,620,A,NEW,1,09/08/10,09/08/10,187,187,M-L
PRIVATE-574,D,6,PRIVATE,1,6,8,620,A,EXISTING,1,09/08/10,09/08/10,187,187,M-L
PRIVATE-575,B,11,PRIVATE,1,6,8,300,I,NEW,2,03/08/10,09/27/10,377,174,S
PRIVATE-577,B,11,PRIVATE,1,6,8,686,J,NEW,1,09/20/10,09/20/10,254,254,M-L
PRIVATE-578,B,2,PRIVATE,1,1,8,36,Q,EXISTING,1,08/23/10,08/23/10,235,235,S
PRIVATE-580,B,5,PRIVATE,1,2,6,485,O,EXISTING,1,09/25/10,09/25/10,254,254,S-M
PRIVATE-581,B,11,PRIVATE,1,5,8,550,J,NEW,1,09/09/10,09/09/10,195,195,S-M
PRIVATE-582,B,3,PRIVATE,1,5,8,860,I,NEW,1,09/19/10,09/19/10,214,214,L
PRIVATE-583,B,11,PRIVATE,1,2,12,530,K,NEW,1,10/06/10,10/06/10,237,237,S-M
PRIVATE-585,B,5,PRIVATE,0,1,5,640,Q,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-586,A,6,PRIVATE,1,7,8,770,P,EXISTING,1,09/07/10,09/07/10,214,214,M-L
PRIVATE-587,B,11,PRIVATE,1,6,8,550,K,EXISTING,1,04/22/10,04/22/10,425,425,S-M
PRIVATE-589,B,5,PRIVATE,1,1,5,675,Q,NEW,1,10/13/10,10/13/10,241,241,M-L
PRIVATE-590,C,6,PRIVATE,1,6,8,330,A,NEW,2,09/17/10,09/20/10,254,251,S
PRIVATE-591,A,11,PRIVATE,1,6,8,794,O,EXISTING,2,05/11/10,09/23/10,391,256,M-L
PRIVATE-592,B,6,PRIVATE,1,6,8,1559,O,NEW,1,10/07/10,10/07/10,214,214,L
PRIVATE-593,C,9,PRIVATE,0,7,12,450,G,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-594,B,7,PRIVATE,0,6,8,800,J,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-595,C,11,PRIVATE,1,6,8,911,F,NEW,2,09/01/10,10/05/10,212,178,L
PRIVATE-599,C,11,PRIVATE,1,3,10,125,K,EXISTING,2,05/17/10,09/28/10,386,252,S
PRIVATE-600,A,6,PRIVATE,1,7,8,468,Q,EXISTING,1,09/30/10,09/30/10,161,161,S-M
PRIVATE-601,B,11,PRIVATE,1,7,9,684,M,NEW,2,05/17/10,09/16/10,390,268,M-L
PRIVATE-603,B,2,PRIVATE,1,2,8,250,F,EXISTING,1,05/18/10,05/18/10,383,383,S
PRIVATE-605,B,6,PRIVATE,1,6,8,1060,Q,NEW,1,08/26/10,08/26/10,212,212,L
PRIVATE-606,C,11,PRIVATE,1,6,8,1450,L,NEW,1,09/01/10,09/01/10,192,192,L
PRIVATE-607,B,6,PRIVATE,1,6,8,445,G,EXISTING,1,09/13/10,09/13/10,187,187,S-M
PRIVATE-608,B,6,PRIVATE,1,7,8,658,O,EXISTING,1,09/21/10,09/21/10,194,194,M-L
PRIVATE-609,A,11,PRIVATE,1,6,8,628,O,NEW,1,09/14/10,09/14/10,274,274,M-L
PRIVATE-610,B,7,PRIVATE,1,7,8,1038,N,EXISTING,1,11/16/10,11/16/10,202,202,L
PRIVATE-612,B,6,PRIVATE,1,6,8,991,M,EXISTING,1,10/05/10,10/05/10,256,256,L
PRIVATE-613,A,11,PRIVATE,0,6,8,597,Q,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-614,B,6,PRIVATE,1,6,8,741,L,NEW,1,09/30/10,09/30/10,183,183,M-L
PRIVATE-615,B,11,PRIVATE,1,7,8,550,I,NEW,1,09/13/10,09/13/10,181,181,S-M
PRIVATE-616,C,11,PRIVATE,1,7,8,850,A,EXISTING,2,11/17/09,08/27/10,423,140,L
PRIVATE-617,B,11,PRIVATE,1,6,8,925,O,NEW,1,10/21/10,10/21/10,149,149,L
PRIVATE-618,C,8,PRIVATE,1,7,8,597,F,EXISTING,1,08/31/10,08/31/10,202,202,M-L
PRIVATE-620,B,5,PRIVATE,1,6,6,457,L,EXISTING,1,09/14/10,09/14/10,272,272,S-M
PRIVATE-621,C,2,PRIVATE,1,6,8,526,B,EXISTING,2,05/06/10,09/02/10,395,276,S-M
PRIVATE-624,B,6,PRIVATE,1,7,8,455,N,NEW,1,10/27/10,10/27/10,240,240,S-M
PRIVATE-625,C,8,PRIVATE,1,6,8,505,F,NEW,2,05/05/10,09/08/10,401,275,S-M
PRIVATE-626,C,6,PRIVATE,1,7,8,1611,L,NEW,2,04/13/10,08/31/10,364,224,L
PRIVATE-627,C,9,PRIVATE,1,9,12,851,F,NEW,1,10/13/10,10/13/10,230,230,L
PRIVATE-628,C,6,PRIVATE,1,6,8,1242,L,EXISTING,1,10/07/10,10/07/10,263,263,L
PRIVATE-630,B,11,PRIVATE,0,6,8,850,N,NEW,0,NA,NA,NA,NA,L
PRIVATE-631,B,11,PRIVATE,0,6,8,667,K,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-632,B,11,PRIVATE,1,6,8,791,M,NEW,1,10/07/10,10/07/10,237,237,M-L
PRIVATE-633,A,11,PRIVATE,1,6,8,662,P,EXISTING,2,08/09/10,09/09/10,281,250,M-L
PRIVATE-634,C,5,PRIVATE,1,1,5,449,P,EXISTING,1,10/06/10,10/06/10,241,241,S-M
PRIVATE-635,B,6,PRIVATE,1,7,8,801,P,NEW,1,08/17/10,08/17/10,216,216,M-L
PRIVATE-636,C,11,PRIVATE,1,6,8,1000,E,EXISTING,1,11/04/10,11/04/10,232,232,L
PRIVATE-637,A,7,PRIVATE,1,9,12,1361,P,EXISTING,1,11/04/10,11/04/10,142,142,L
PRIVATE-638,B,9,PRIVATE,1,9,12,2520,P,EXISTING,1,10/13/10,10/13/10,251,251,L
PRIVATE-639,C,11,PRIVATE,1,6,8,811,F,EXISTING,1,09/23/10,09/23/10,183,183,M-L
PRIVATE-640,B,6,PRIVATE,1,1,8,960,O,NEW,1,09/22/10,09/22/10,207,207,L
PRIVATE-641,B,5,PRIVATE,1,1,5,749,M,EXISTING,1,09/21/10,09/21/10,242,242,M-L
PRIVATE-642,B,5,PRIVATE,1,1,5,432,M,NEW,1,09/23/10,09/23/10,265,265,S-M
PRIVATE-643,C,11,PRIVATE,0,6,8,1844,D,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-644,B,2,PRIVATE,1,2,8,250,F,NEW,1,05/18/10,05/18/10,383,383,S
PRIVATE-645,B,11,PRIVATE,1,6,8,1061,M,NEW,1,09/16/10,09/16/10,224,224,L
PRIVATE-646,0,5,PRIVATE,0,2,6,0,D,NEW,0,NA,NA,NA,NA,0
PRIVATE-648,A,7,PRIVATE,1,7,9,714,O,EXISTING,1,09/21/10,09/21/10,195,195,M-L
PRIVATE-649,C,5,PRIVATE,1,1,5,615,L,NEW,1,10/13/10,10/13/10,233,233,M-L
PRIVATE-650,C,5,PRIVATE,0,1,5,737,J,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-651,B,11,PRIVATE,1,6,8,230,F,NEW,1,09/22/10,09/22/10,251,251,S
PRIVATE-652,C,11,PRIVATE,1,2,12,470,F,NEW,2,05/11/10,08/31/10,399,287,S-M
PRIVATE-654,B,11,PRIVATE,1,7,8,812,O,NEW,1,09/23/10,09/23/10,264,264,L
PRIVATE-655,C,5,PRIVATE,1,2,5,480,C,NEW,1,10/12/10,10/12/10,240,240,S-M
PRIVATE-657,B,6,PRIVATE,1,6,8,1119,Z,EXISTING,2,04/21/10,09/15/10,361,214,L
PRIVATE-658,A,6,PRIVATE,0,6,8,755,Q,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-661,C,11,PRIVATE,1,6,8,995,I,EXISTING,1,09/16/10,09/16/10,177,177,L
PRIVATE-664,B,11,PRIVATE,1,7,8,350,L,EXISTING,1,10/07/10,10/07/10,239,239,S-M
PRIVATE-665,B,7,PRIVATE,0,6,8,673,N,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-666,D,2,PRIVATE,1,7,12,353,B,EXISTING,1,09/13/10,09/13/10,266,266,S-M
PRIVATE-667,B,11,PRIVATE,1,7,12,703,I,EXISTING,1,09/14/10,09/14/10,226,226,M-L
PRIVATE-668,B,11,PRIVATE,1,6,8,225,J,NEW,1,05/20/10,05/20/10,299,299,S
PRIVATE-669,B,6,PRIVATE,1,6,8,320,Z,EXISTING,1,10/05/10,10/05/10,245,245,S
PRIVATE-670,C,9,PRIVATE,1,9,12,1300,H,EXISTING,1,09/14/10,09/14/10,282,282,L
PRIVATE-672,B,6,PRIVATE,1,6,8,1119,Z,NEW,2,04/21/10,09/15/10,361,214,L
PRIVATE-675,0,8,PRIVATE,0,0,NA,0,0,EXISTING,0,NA,NA,NA,NA,0
PRIVATE-676,E,6,PRIVATE,1,6,8,700,J,EXISTING,1,09/21/10,09/21/10,189,189,M-L
PRIVATE-677,A,5,PRIVATE,0,2,5,530,Q,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-678,B,6,PRIVATE,1,6,8,505,I,EXISTING,2,04/26/10,10/01/10,418,260,S-M
PRIVATE-679,0,8,PRIVATE,0,0,NA,0,0,EXISTING,0,NA,NA,NA,NA,0
PRIVATE-680,B,7,PRIVATE,1,6,8,1672,I,EXISTING,1,09/22/10,09/22/10,273,273,L
PRIVATE-681,A,6,PRIVATE,1,6,8,1149,Q,EXISTING,2,04/15/10,09/14/10,406,254,L
PRIVATE-683,B,11,PRIVATE,1,6,8,335,I,NEW,1,10/01/10,10/01/10,247,247,S
PRIVATE-684,B,6,PRIVATE,1,6,8,586,K,NEW,2,05/04/10,09/14/10,408,275,M-L
PRIVATE-685,C,11,PRIVATE,1,6,8,1269,J,EXISTING,2,05/19/10,09/22/10,322,196,L
PRIVATE-688,B,11,PRIVATE,1,6,8,664,O,EXISTING,1,09/02/10,09/02/10,237,237,M-L
PRIVATE-689,B,7,PRIVATE,1,6,8,913,L,NEW,1,10/07/10,10/07/10,249,249,L
PRIVATE-690,C,9,PRIVATE,1,9,12,1563,J,NEW,1,04/08/10,04/08/10,437,437,L
PRIVATE-691,B,6,PRIVATE,1,6,8,1336,L,EXISTING,1,09/09/10,09/09/10,268,268,L
PRIVATE-692,B,11,PRIVATE,1,6,8,578,I,EXISTING,1,09/08/10,09/08/10,272,272,M-L
PRIVATE-695,C,11,PRIVATE,1,6,8,960,C,NEW,2,05/18/10,09/28/10,335,202,L
PRIVATE-696,C,11,PRIVATE,0,1,8,633,Q,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-698,B,11,PRIVATE,1,2,8,510,I,EXISTING,1,10/26/10,10/26/10,218,218,S-M
PRIVATE-699,0,8,PRIVATE,1,0,NA,0,0,NEW,1,09/14/10,09/14/10,247,247,0
PRIVATE-701,B,6,PRIVATE,1,1,8,810,Q,NEW,1,09/29/10,09/29/10,256,256,M-L
PRIVATE-703,0,8,PRIVATE,1,0,NA,0,0,NEW,2,05/12/10,09/29/10,375,235,0
